id,help,group1_id,group1_prob,group2_id,group2_prob,group3_id,group3_prob,group4_id,group4_prob,group5_id,group5_prob,group6_id,group6_prob,group1_cnt,group2_cnt,group3_cnt,group4_cnt,group5_cnt,group6_cnt,count,checkSum
32210210,파밍타워_공통경험치석_2,32210211,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210310,파밍타워_공통경험치석_3,32210311,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210410,파밍타워_공통경험치석_4,32210411,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210510,파밍타워_공통경험치석_5,32210511,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210610,파밍타워_공통경험치석_6,32210611,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210710,파밍타워_공통경험치석_7,32210711,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210810,파밍타워_공통경험치석_8,32210811,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32210910,파밍타워_공통경험치석_9,32210911,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211010,파밍타워_공통경험치석_10,32211011,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211110,파밍타워_공통경험치석_11,32211111,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211210,파밍타워_공통경험치석_12,32211211,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211310,파밍타워_공통경험치석_13,32211311,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211410,파밍타워_공통경험치석_14,32211411,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211510,파밍타워_공통경험치석_15,32211511,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211610,파밍타워_공통경험치석_16,32211611,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211710,파밍타워_공통경험치석_17,32211711,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211810,파밍타워_공통경험치석_18,32211811,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32211910,파밍타워_공통경험치석_19,32211911,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212010,파밍타워_공통경험치석_20,32212011,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212110,파밍타워_공통경험치석_21,32212111,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212210,파밍타워_공통경험치석_22,32212211,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212310,파밍타워_공통경험치석_23,32212311,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212410,파밍타워_공통경험치석_24,32212411,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212510,파밍타워_공통경험치석_25,32212511,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212610,파밍타워_공통경험치석_26,32212611,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212710,파밍타워_공통경험치석_27,32212711,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212810,파밍타워_공통경험치석_28,32212811,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32212910,파밍타워_공통경험치석_29,32212911,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32213010,파밍타워_공통경험치석_30,32213011,7000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,7000
32220110,파밍타워_공통유저경험치석_01,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220210,파밍타워_공통유저경험치석_02,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220310,파밍타워_공통유저경험치석_03,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220410,파밍타워_공통유저경험치석_04,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220510,파밍타워_공통유저경험치석_05,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220610,파밍타워_공통유저경험치석_06,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220710,파밍타워_공통유저경험치석_07,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220810,파밍타워_공통유저경험치석_08,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32220910,파밍타워_공통유저경험치석_09,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221010,파밍타워_공통유저경험치석_10,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221110,파밍타워_공통유저경험치석_11,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221210,파밍타워_공통유저경험치석_12,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221310,파밍타워_공통유저경험치석_13,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221410,파밍타워_공통유저경험치석_14,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221510,파밍타워_공통유저경험치석_15,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221610,파밍타워_공통유저경험치석_16,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221710,파밍타워_공통유저경험치석_17,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221810,파밍타워_공통유저경험치석_18,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32221910,파밍타워_공통유저경험치석_19,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222010,파밍타워_공통유저경험치석_20,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222110,파밍타워_공통유저경험치석_21,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222210,파밍타워_공통유저경험치석_22,39401000,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,31,10000
32222310,파밍타워_공통유저경험치석_23,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222410,파밍타워_공통유저경험치석_24,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222510,파밍타워_공통유저경험치석_25,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222610,파밍타워_공통유저경험치석_26,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222710,파밍타워_공통유저경험치석_27,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222810,파밍타워_공통유저경험치석_28,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32222910,파밍타워_공통유저경험치석_29,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
32223010,파밍타워_공통유저경험치석_30,39400010,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
31011510,Region1 판매 스킬,30010301,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041110,아레나 일반 1~5위 보상,39202500,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041120,아레나 일반 1~5위 보상,39300250,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041210,아레나 일반 티어2 보상,39201500,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041220,아레나 일반 티어2 보상,39301000,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041310,아레나 일반 티어3 보상,39201000,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041320,아레나 일반 티어3 보상,39300200,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041410,아레나 일반 티어4 보상,39200500,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041420,아레나 일반 티어4 보상,39300200,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041510,아레나 일반 티어5 보상,39200100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30041520,아레나 일반 티어5 보상,39300200,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110110,환경 기믹 1 골드보상_1,30110111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110210,환경 기믹 1 골드보상_2,30110211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110310,환경 기믹 1 골드보상_3,30110311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110410,환경 기믹 1 골드보상_4,30110411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110510,환경 기믹 1 골드보상_5,30110511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110610,환경 기믹 1 골드보상_6,30110611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110710,환경 기믹 1 골드보상_7,30110711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110810,환경 기믹 1 골드보상_8,30110811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110910,환경 기믹 1 골드보상_9,30110911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111010,환경 기믹 1 골드보상_10,30111011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111110,환경 기믹 1 골드보상_11,30111111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111210,환경 기믹 1 골드보상_12,30111211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111310,환경 기믹 1 골드보상_13,30111311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111410,환경 기믹 1 골드보상_14,30111411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30111510,환경 기믹 1 골드보상_15,30111511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110120,환경 기믹 1 유저 경험치 보상_1,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30110220,환경 기믹 1 유저 경험치 보상_2,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,10000
30110320,환경 기믹 1 유저 경험치 보상_3,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,10000
30110420,환경 기믹 1 유저 경험치 보상_4,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,10000
30110520,환경 기믹 1 유저 경험치 보상_5,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,10000
30110620,환경 기믹 1 유저 경험치 보상_6,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,10000
30110720,환경 기믹 1 유저 경험치 보상_7,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,10000
30110820,환경 기믹 1 유저 경험치 보상_8,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,8,10000
30110920,환경 기믹 1 유저 경험치 보상_9,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,9,10000
30111020,환경 기믹 1 유저 경험치 보상_10,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,10,10000
30111120,환경 기믹 1 유저 경험치 보상_11,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,11,10000
30111220,환경 기믹 1 유저 경험치 보상_12,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,12,10000
30111320,환경 기믹 1 유저 경험치 보상_13,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,13,10000
30111420,환경 기믹 1 유저 경험치 보상_14,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,14,10000
30111520,환경 기믹 1 유저 경험치 보상_15,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,15,10000
30310110,제한의 던전   골드보상_1,30110111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310210,제한의 던전   골드보상_2,30110211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310310,제한의 던전   골드보상_3,30110311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310410,제한의 던전   골드보상_4,30110411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310510,제한의 던전   골드보상_5,30110511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310610,제한의 던전   골드보상_6,30110611,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310710,제한의 던전   골드보상_7,30110711,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310810,제한의 던전   골드보상_8,30110811,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310910,제한의 던전   골드보상_9,30110911,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311010,제한의 던전   골드보상_10,30111011,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311110,제한의 던전   골드보상_11,30111111,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311210,제한의 던전   골드보상_12,30111211,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311310,제한의 던전   골드보상_13,30111311,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311410,제한의 던전   골드보상_14,30111411,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30311510,제한의 던전   골드보상_15,30111511,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310120,제한의 던전   유저 경험치 보상_1,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,10000
30310220,제한의 던전   유저 경험치 보상_2,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,10000
30310320,제한의 던전   유저 경험치 보상_3,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,3,10000
30310420,제한의 던전   유저 경험치 보상_4,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,10000
30310520,제한의 던전   유저 경험치 보상_5,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,10000
30310620,제한의 던전   유저 경험치 보상_6,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,6,10000
30310720,제한의 던전   유저 경험치 보상_7,39400100,10000,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,7,10000
