id,exclu,MP,par,pos,time,flip,sound,type1,effect1,target1,stat1,value_type1,value1,A_stat1,A_value1,apply1,turn1,turnSys1,particle1,buffIcon1,buff_desc1,skillDesc1,type2,effect2,target2,stat2,value_type2,value2,A_stat2,A_value2,apply2,turn2,turnSys2,particle2,buffIcon2,buff_desc2,skillDesc2,type3,effect3,target3,stat3,value_type3,value3,A_stat3,A_value3,apply3,turn3,turnSys3,particle3,buffIcon3,buff_desc3,skillDesc3,name,desc
29000007,0,600,0,0,0,0,0,0,3,1,9,1,10,0,0,1,-3,0,4,14,skillBuffDesc_14,skillDesc_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000007,skillDesc29000007
29000008,0,400,0,0,0,0,0,0,2,11,17,1,10,0,0,1,-3,0,3,5,skillBuffDesc_5,skillDesc_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000008,skillDesc29000008
29000009,0,600,0,0,0,0,0,0,3,1,17,1,10,0,0,1,-3,0,4,15,skillBuffDesc_15,skillDesc_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000009,skillDesc29000009
29000010,0,400,0,0,0,0,0,0,2,11,56,1,20,0,0,1,-4,0,3,109,skillBuffDesc_109,skillDesc_MG_hit_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000010,skillDesc29000010
29000011,0,800,0,0,0,0,0,0,2,11,57,1,20,0,0,1,-4,0,3,110,skillBuffDesc_110,skillDesc_MG_miss_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000011,skillDesc29000011
29000012,0,600,0,0,0,0,0,0,2,11,2,3,0,1,150,1,0,0,2,0,0,skillDesc_heal_A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000012,skillDesc29000012
29000013,0,400,0,0,0,0,0,0,3,29,2,3,0,1,30,0,-3,1,1003,201,skillBuffDesc_201,skillDesc_DoT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000013,skillDesc29000013
29000014,0,800,0,0,0,0,0,0,3,29,2,3,0,6,3,0,-3,1,1003,201,skillBuffDesc_201,skillDesc_DoT,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000014,skillDesc29000014
29000015,0,400,0,0,0,0,0,0,2,11,2,3,0,1,30,0,-3,1,2,101,skillBuffDesc_101,skillDesc_HoT_A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000015,skillDesc29000015
29000016,0,800,0,0,0,0,0,0,2,11,2,3,0,6,3,0,-3,1,2,101,skillBuffDesc_101,skillDesc_HoT_A,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000016,skillDesc29000016
29000017,0,1000,0,0,0,0,0,0,2,20,18,1,20,0,0,1,0,0,30002,0,0,skillDesc_resur2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000017,skillDesc29000017
29000018,0,400,0,0,0,0,0,0,2,27,3,2,250,0,0,1,0,0,3,0,0,skillDesc_up_mp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000018,skillDesc29000018
29000019,0,600,0,0,0,0,0,0,3,29,3,2,250,0,0,1,0,0,4,0,0,skillDesc_down_mp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000019,skillDesc29000019
29000020,0,400,0,0,0,0,0,0,2,27,30,1,50,0,0,1,0,0,3,0,0,skillDesc_up_mp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000020,skillDesc29000020
29000021,0,600,0,0,0,0,0,0,3,29,30,1,50,0,0,1,0,0,4,0,0,skillDesc_down_mp,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000021,skillDesc29000021
29000022,0,1000,0,0,0,0,0,0,2,10,84,2,50,0,0,1,2,0,2,8,skillBuffDesc_8,skillDesc_skill_atk_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000022,skillDesc29000022
29000023,0,1000,0,0,0,0,0,0,3,10,84,2,50,0,0,1,2,0,2,18,skillBuffDesc_9,skillDesc_skill_atk_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000023,skillDesc29000023
29000024,0,1000,0,0,0,0,0,0,2,10,85,1,30,0,0,1,2,0,2,7,skillBuffDesc_10,skillDesc_skill_df_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000024,skillDesc29000024
29000025,0,1000,0,0,0,0,0,0,3,10,85,1,30,0,0,1,2,0,2,17,skillBuffDesc_11,skillDesc_skill_df_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000025,skillDesc29000025
29000026,0,400,0,0,0,0,0,0,3,29,11,0,0,0,0,2,-2,0,30008,200,skillBuffDesc_200,skillDesc_silence,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000026,skillDesc29000026
29000027,0,600,0,0,0,0,0,0,3,2,14,0,0,0,0,1,-1,0,30013,203,skillBuffDesc_203,skillDesc_stun,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000027,skillDesc29000027
29000028,0,400,0,0,0,0,0,0,2,12,19,0,0,0,0,1,4,0,30006,104,skillBuffDesc_104,skillDesc_sharing,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000028,skillDesc29000028
29000029,0,600,0,0,0,0,0,0,2,27,7,1,80,0,0,1,3,0,30003,102,skillBuffDesc_102,skillDesc_cover,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000029,skillDesc29000029
29000030,0,800,0,0,0,0,0,0,2,27,7,1,100,0,0,1,3,0,30003,102,skillBuffDesc_102,skillDesc_cover,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000030,skillDesc29000030
29000031,0,400,0,0,0,0,0,0,2,11,16,0,0,0,0,1,3,0,30007,106,skillBuffDesc_106,skillDesc_hide,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000031,skillDesc29000031
29000032,0,600,0,0,0,0,0,0,2,11,12,4,0,6,30,1,3,0,30000,100,skillBuffDesc_100,skillDesc_shield,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000032,skillDesc29000032
29000033,0,400,0,0,0,0,0,0,2,11,10,2,70,0,0,1,5,0,30009,105,skillBuffDesc_105,skillDesc_dodge,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000033,skillDesc29000033
29000034,0,600,0,0,0,0,0,0,2,11,8,1,70,0,0,1,2,0,30005,103,skillBuffDesc_103,skillDesc_refle,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000034,skillDesc29000034
29000035,0,500,0,0,0,0,0,0,2,11,15,0,0,0,0,1,3,0,30016,108,skillBuffDesc_108,skillDesc_imDebuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000035,skillDesc29000035
29000036,0,800,0,0,0,0,0,0,2,43,13,0,0,0,0,1,0,0,30001,0,0,skillDesc_removeDebuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000036,skillDesc29000036
29000037,0,800,0,0,0,0,0,0,2,44,13,0,0,0,0,1,0,0,30001,0,0,skillDesc_removeDebuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000037,skillDesc29000037
29000038,0,800,0,0,0,0,0,0,3,33,13,0,0,0,0,1,0,0,30001,0,0,skillDesc_removeBuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000038,skillDesc29000038
29000039,0,800,0,0,0,0,0,0,3,34,13,0,0,0,0,1,0,0,30001,0,0,skillDesc_removeBuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000039,skillDesc29000039
29000040,0,800,0,0,0,0,0,0,3,45,13,0,0,0,0,1,0,0,30001,0,0,skillDesc_removeBuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000040,skillDesc29000040
29000041,0,800,0,0,0,0,0,0,2,10,64,0,0,0,0,1,4,0,30015,111,skillBuffDesc_111,skillDesc_skillAgro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000041,skillDesc29000041
29000042,0,700,0,0,0,0,0,0,3,29,77,0,0,0,0,1,3,0,4,116,skillBuffDesc_116,skillDesc_killBonus,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000042,skillDesc29000042
29000043,0,600,0,0,0,0,0,0,2,11,70,2,200,0,0,1,3,0,3,113,skillBuffDesc_113,skillDesc_mg_dmg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000043,skillDesc29000043
29000044,0,650,0,0,0,0,0,0,3,29,75,2,50,0,0,1,3,0,30000,114,skillBuffDesc_114,skillDesc_mpDMG,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000044,skillDesc29000044
29000045,0,750,0,0,0,0,0,0,3,29,86,1,10,0,10,1,0,0,4,0,0,skillDesc_mp_burn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000045,skillDesc29000045
29000046,0,800,0,0,0,0,0,0,3,29,86,2,30,0,10,1,0,0,4,0,0,skillDesc_mp_burn,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000046,skillDesc29000046
29000047,0,600,0,0,0,0,0,0,2,11,35,2,2,0,0,1,-4,0,3,6,skillBuffDesc_6,skillDesc_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000047,skillDesc29000047
29000048,0,700,0,0,0,0,0,0,3,29,35,2,2,0,0,1,-4,0,4,16,skillBuffDesc_16,skillDesc_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000048,skillDesc29000048
29000049,0,700,0,0,0,0,0,0,2,11,36,2,2,0,0,1,0,0,3,6,skillBuffDesc_6,skillDesc_BfTurn_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000049,skillDesc29000049
29000050,0,800,0,0,0,0,0,0,3,29,37,2,2,0,0,1,0,0,4,6,skillBuffDesc_6,skillDesc_DbfTurn_up,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000050,skillDesc29000050
29000051,0,700,0,0,0,0,0,0,3,29,36,2,2,0,0,1,0,0,4,16,skillBuffDesc_16,skillDesc_BfTurn_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000051,skillDesc29000051
29000052,0,800,0,0,0,0,0,0,2,11,37,2,2,0,0,1,0,0,3,16,skillBuffDesc_16,skillDesc_DbfTurn_down,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000052,skillDesc29000052
29000053,0,650,0,0,0,0,0,0,3,1,63,0,0,0,0,1,-2,0,4,202,skillBuffDesc_202,skillDesc_RanPos,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000053,skillDesc29000053
29000054,0,600,0,0,0,0,0,0,3,24,63,0,0,0,0,1,-2,0,4,202,skillBuffDesc_202,skillDesc_RanPos,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000054,skillDesc29000054
29000055,0,750,0,0,0,0,0,0,3,2,63,0,0,0,0,1,-2,0,4,202,skillBuffDesc_202,skillDesc_RanPos,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000055,skillDesc29000055
29000056,0,650,0,0,0,0,0,0,2,11,90,2,10,0,0,1,-3,0,3,117,skillBuffDesc_117,skillDesc_drain_buff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000056,skillDesc29000056
29000057,0,700,0,0,0,0,0,0,3,29,91,0,0,0,0,1,-3,0,4,209,skillBuffDesc_209,skillDesc_sleep,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000057,skillDesc29000057
29000058,0,700,0,0,0,0,0,0,3,29,66,2,0,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000058,skillDesc29000058
29000059,0,750,0,0,0,0,0,0,3,29,66,2,1,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000059,skillDesc29000059
29000060,0,800,0,0,0,0,0,0,3,29,66,2,2,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000060,skillDesc29000060
29000061,0,600,0,0,0,0,0,0,3,29,66,2,3,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000061,skillDesc29000061
29000062,0,650,0,0,0,0,0,0,3,29,66,2,4,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000062,skillDesc29000062
29000063,0,700,0,0,0,0,0,0,3,29,66,2,5,0,0,1,2,0,4,207,skillBuffDesc_207,skillDesc_attChange5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000063,skillDesc29000063
29000064,0,400,0,0,0,0,0,0,2,11,69,0,0,0,0,1,10,0,30008,208,skillBuffDesc_208,skillDesc_xremoveBuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000064,skillDesc29000064
29000065,0,600,0,0,0,0,0,0,3,29,69,0,0,0,0,1,-10,0,30008,204,skillBuffDesc_204,skillDesc_xremoveDebuff,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000065,skillDesc29000065
29000066,0,600,21010,1,0.75,0,Official_Melee_StartSound_1,0,1,24,88,3,3,1,400,1,0,0,20010,0,0,skillDesc_multiattack,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000066,skillDesc29000066
29000067,0,500,0,0,0,0,0,0,3,33,78,0,0,0,0,1,0,0,30001,0,0,skillDesc_take,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000067,skillDesc29000067
29000068,0,700,0,0,0,0,0,0,3,33,79,0,0,0,0,1,0,0,30001,0,0,skillDesc_takeCP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000068,skillDesc29000068
29000069,0,500,0,0,0,0,0,0,3,34,78,0,0,0,0,1,0,0,30001,0,0,skillDesc_take,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000069,skillDesc29000069
29000070,0,700,0,0,0,0,0,0,3,34,79,0,0,0,0,1,0,0,30001,0,0,skillDesc_takeCP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000070,skillDesc29000070
29000071,0,500,0,0,0,0,0,0,3,29,80,0,0,0,0,1,0,0,30011,0,0,skillDesc_give,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000071,skillDesc29000071
29000072,0,700,0,0,0,0,0,0,3,29,81,0,0,0,0,1,0,0,30011,0,0,skillDesc_giveCP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000072,skillDesc29000072
29000073,0,500,0,0,0,0,0,0,3,29,82,0,0,0,0,1,0,0,30011,0,0,skillDesc_giveRan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000073,skillDesc29000073
29000074,0,700,0,0,0,0,0,0,3,29,83,0,0,0,0,1,0,0,30011,0,0,skillDesc_giveRanCP,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000074,skillDesc29000074
29000075,0,700,0,0,0,0,0,0,2,11,68,2,1,0,10,1,-3,0,3,115,skillBuffDesc_115,skillDesc_blBonus1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000075,skillDesc29000075
29000076,0,750,0,0,0,0,0,0,2,11,68,2,2,0,10,1,-3,0,3,115,skillBuffDesc_115,skillDesc_blBonus2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000076,skillDesc29000076
29000077,0,800,0,0,0,0,0,0,2,11,68,2,3,0,10,1,-3,0,3,115,skillBuffDesc_115,skillDesc_blBonus3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,skillName29000077,skillDesc29000077
