id,help,step,value,value_type,lab_level,condition_id_1,condition_step_1,condition_id_2,condition_step_2,condition_id_3,condition_step_3,item1,item2,item3,item4,item5,item1_qty,item2_qty,item3_qty,item4_qty,item5_qty,research_sec,image,name,desc
70000021,건물 즉시 완성 비용 감소 1,4,1,1,1,70000021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,13,8,8,4,70000021,researchName70000021,researchDesc70000021
70000021,건물 즉시 완성 비용 감소 1,5,1,1,1,70000021,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,14,9,9,5,70000021,researchName70000021,researchDesc70000021
70000022,건물 즉시 완성 비용 감소 2,1,1,1,4,70000021,5,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,15,10,10,6,70000022,researchName70000022,researchDesc70000021
70000022,건물 즉시 완성 비용 감소 2,2,1,1,4,70000022,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,16,11,11,7,70000022,researchName70000022,researchDesc70000021
70000022,건물 즉시 완성 비용 감소 2,3,1,1,4,70000022,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,17,12,12,8,70000022,researchName70000022,researchDesc70000021
70000022,건물 즉시 완성 비용 감소 2,4,1,1,4,70000022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,18,13,13,9,70000022,researchName70000022,researchDesc70000021
70000022,건물 즉시 완성 비용 감소 2,5,1,1,4,70000022,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,19,14,14,10,70000022,researchName70000022,researchDesc70000021
70001001,자원 창고 저장량 증가 1,1,2.5,1,10,70001011,3,70001021,3,0,0,60000002,60000003,60000004,60000005,60000006,5,0,0,10,5,1,70001001,researchName70001001,researchDesc70001001
70001001,자원 창고 저장량 증가 1,2,2.5,1,10,70001001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,0,0,11,6,2,70001001,researchName70001001,researchDesc70001001
70001001,자원 창고 저장량 증가 1,3,2.5,1,10,70001001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,0,0,12,7,3,70001001,researchName70001001,researchDesc70001001
70001001,자원 창고 저장량 증가 1,4,2.5,1,10,70001001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,0,0,13,8,4,70001001,researchName70001001,researchDesc70001001
70001001,자원 창고 저장량 증가 1,5,2.5,1,10,70001001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,0,0,14,9,5,70001001,researchName70001001,researchDesc70001001
70001002,자원 창고 저장량 증가 2,1,2.5,1,25,70001022,3,70000002,3,70001012,3,60000002,60000003,60000004,60000005,60000006,10,0,0,15,10,6,70001002,researchName70001002,researchDesc70001001
70001002,자원 창고 저장량 증가 2,2,2.5,1,25,70001002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,0,0,16,11,7,70001002,researchName70001002,researchDesc70001001
70001002,자원 창고 저장량 증가 2,3,2.5,1,25,70001002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,0,0,17,12,8,70001002,researchName70001002,researchDesc70001001
70001002,자원 창고 저장량 증가 2,4,2.5,1,25,70001002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,0,0,18,13,9,70001002,researchName70001002,researchDesc70001001
70001002,자원 창고 저장량 증가 2,5,2.5,1,25,70001002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,0,0,19,14,10,70001002,researchName70001002,researchDesc70001001
70001011,자원 생산 시설 수용량 증가 1,1,2.5,1,7,70000011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,5,1,70001011,researchName70001011,researchDesc70001011
70001011,자원 생산 시설 수용량 증가 1,2,2.5,1,7,70001011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,6,2,70001011,researchName70001011,researchDesc70001011
70001011,자원 생산 시설 수용량 증가 1,3,2.5,1,7,70001011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,7,3,70001011,researchName70001011,researchDesc70001011
70001011,자원 생산 시설 수용량 증가 1,4,2.5,1,7,70001011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,8,4,70001011,researchName70001011,researchDesc70001011
70001011,자원 생산 시설 수용량 증가 1,5,2.5,1,7,70001011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,9,9,5,70001011,researchName70001011,researchDesc70001011
70001012,자원 생산 시설 수용량 증가 2,1,2.5,1,20,70001021,5,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,10,10,6,70001012,researchName70001012,researchDesc70001011
70001012,자원 생산 시설 수용량 증가 2,2,2.5,1,20,70001012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,11,11,7,70001012,researchName70001012,researchDesc70001011
70001012,자원 생산 시설 수용량 증가 2,3,2.5,1,20,70001012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,12,12,8,70001012,researchName70001012,researchDesc70001011
70001012,자원 생산 시설 수용량 증가 2,4,2.5,1,20,70001012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,13,13,9,70001012,researchName70001012,researchDesc70001011
70001012,자원 생산 시설 수용량 증가 2,5,2.5,1,20,70001012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,14,14,10,70001012,researchName70001012,researchDesc70001011
70001021,자원 생산 시설 생산량 증가 1,1,2.5,1,7,70000011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,5,5,1,70001021,researchName70001021,researchDesc70001021
70001021,자원 생산 시설 생산량 증가 1,2,2.5,1,7,70001021,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,6,6,2,70001021,researchName70001021,researchDesc70001021
70001021,자원 생산 시설 생산량 증가 1,3,2.5,1,7,70001021,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,7,7,3,70001021,researchName70001021,researchDesc70001021
70001021,자원 생산 시설 생산량 증가 1,4,2.5,1,7,70001021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,8,8,4,70001021,researchName70001021,researchDesc70001021
70001021,자원 생산 시설 생산량 증가 1,5,2.5,1,7,70001021,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,9,9,5,70001021,researchName70001021,researchDesc70001021
70001022,자원 생산 시설 생산량 증가 2,1,2.5,1,20,70001011,5,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,10,10,6,70001022,researchName70001022,researchDesc70001021
70001022,자원 생산 시설 생산량 증가 2,2,2.5,1,20,70001022,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,11,11,7,70001022,researchName70001022,researchDesc70001021
70001022,자원 생산 시설 생산량 증가 2,3,2.5,1,20,70001022,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,12,12,8,70001022,researchName70001022,researchDesc70001021
70001022,자원 생산 시설 생산량 증가 2,4,2.5,1,20,70001022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,13,13,9,70001022,researchName70001022,researchDesc70001021
70001022,자원 생산 시설 생산량 증가 2,5,2.5,1,20,70001022,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,14,14,10,70001022,researchName70001022,researchDesc70001021
70010001,소환제단 대기시간 감소 1,1,1,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,10,5,5,1,70010001,researchName70010001,researchDesc70010001
70010001,소환제단 대기시간 감소 1,2,1,1,2,70010001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,11,6,6,2,70010001,researchName70010001,researchDesc70010001
70010001,소환제단 대기시간 감소 1,3,1,1,3,70010001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,12,7,7,3,70010001,researchName70010001,researchDesc70010001
70010001,소환제단 대기시간 감소 1,4,1,1,4,70010001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,13,8,8,4,70010001,researchName70010001,researchDesc70010001
70010001,소환제단 대기시간 감소 1,5,1,1,5,70010001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,14,9,9,5,70010001,researchName70010001,researchDesc70010001
70010002,소환제단 대기시간 감소 2,1,1,1,6,70010012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,15,10,10,6,70010002,researchName70010002,researchDesc70010001
70010002,소환제단 대기시간 감소 2,2,1,1,7,70010002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,16,11,11,7,70010002,researchName70010002,researchDesc70010001
70010002,소환제단 대기시간 감소 2,3,1,1,8,70010002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,17,12,12,8,70010002,researchName70010002,researchDesc70010001
70010002,소환제단 대기시간 감소 2,4,1,1,9,70010002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,18,13,13,9,70010002,researchName70010002,researchDesc70010001
70010002,소환제단 대기시간 감소 2,5,1,1,10,70010002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,19,14,14,10,70010002,researchName70010002,researchDesc70010001
70010011,소환제단 요구비용 감소 1,1,1,1,2,70010001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,10,5,0,5,1,70010011,researchName70010011,researchDesc70010011
70010011,소환제단 요구비용 감소 1,2,1,1,3,70010011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,11,6,0,6,2,70010011,researchName70010011,researchDesc70010011
70010011,소환제단 요구비용 감소 1,3,1,1,4,70010011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,12,7,0,7,3,70010011,researchName70010011,researchDesc70010011
70010011,소환제단 요구비용 감소 1,4,1,1,5,70010011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,13,8,0,8,4,70010011,researchName70010011,researchDesc70010011
70010011,소환제단 요구비용 감소 1,5,1,1,6,70010011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,14,9,0,9,5,70010011,researchName70010011,researchDesc70010011
70010012,소환제단 요구비용 감소 2,1,1,1,7,70010011,3,70011011,3,0,0,60000002,60000003,60000004,60000005,60000006,10,15,10,0,10,6,70010012,researchName70010012,researchDesc70010011
70010012,소환제단 요구비용 감소 2,2,1,1,8,70010012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,16,11,0,11,7,70010012,researchName70010012,researchDesc70010011
70010012,소환제단 요구비용 감소 2,3,1,1,9,70010012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,17,12,0,12,8,70010012,researchName70010012,researchDesc70010011
70010012,소환제단 요구비용 감소 2,4,1,1,10,70010012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,18,13,0,13,9,70010012,researchName70010012,researchDesc70010011
70010012,소환제단 요구비용 감소 2,5,1,1,11,70010012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,19,14,0,14,10,70010012,researchName70010012,researchDesc70010011
70011001,장비 제작시간 감소 1,1,1,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,5,10,5,1,70011001,researchName70011001,researchDesc70011001
70011001,장비 제작시간 감소 1,2,1,1,2,70011001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,6,11,6,2,70011001,researchName70011001,researchDesc70011001
70011001,장비 제작시간 감소 1,3,1,1,3,70011001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,7,12,7,3,70011001,researchName70011001,researchDesc70011001
70011001,장비 제작시간 감소 1,4,1,1,4,70011001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,8,13,8,4,70011001,researchName70011001,researchDesc70011001
70011001,장비 제작시간 감소 1,5,1,1,5,70011001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,9,14,9,5,70011001,researchName70011001,researchDesc70011001
70011002,장비 제작시간 감소 2,1,1,1,6,70011012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,10,15,10,6,70011002,researchName70011002,researchDesc70011001
70011002,장비 제작시간 감소 2,2,1,1,7,70011002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,11,16,11,7,70011002,researchName70011002,researchDesc70011001
70011002,장비 제작시간 감소 2,3,1,1,8,70011002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,12,17,12,8,70011002,researchName70011002,researchDesc70011001
70011002,장비 제작시간 감소 2,4,1,1,9,70011002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,13,18,13,9,70011002,researchName70011002,researchDesc70011001
70011002,장비 제작시간 감소 2,5,1,1,10,70011002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,14,19,14,10,70011002,researchName70011002,researchDesc70011001
70011011,장비 제작비용 감소 1,1,1,1,2,70011001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,0,5,10,5,1,70011011,researchName70011011,researchDesc70011011
70011011,장비 제작비용 감소 1,2,1,1,3,70011011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,0,6,11,6,2,70011011,researchName70011011,researchDesc70011011
70011011,장비 제작비용 감소 1,3,1,1,4,70011011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,0,7,12,7,3,70011011,researchName70011011,researchDesc70011011
70011011,장비 제작비용 감소 1,4,1,1,5,70011011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,0,8,13,8,4,70011011,researchName70011011,researchDesc70011011
70011011,장비 제작비용 감소 1,5,1,1,6,70011011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,0,9,14,9,5,70011011,researchName70011011,researchDesc70011011
70011012,장비 제작비용 감소 2,1,1,1,7,70010011,3,70011011,3,0,0,60000002,60000003,60000004,60000005,60000006,10,0,10,15,10,6,70011012,researchName70011012,researchDesc70011011
70011012,장비 제작비용 감소 2,2,1,1,8,70011012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,0,11,16,11,7,70011012,researchName70011012,researchDesc70011011
70011012,장비 제작비용 감소 2,3,1,1,9,70011012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,0,12,17,12,8,70011012,researchName70011012,researchDesc70011011
70011012,장비 제작비용 감소 2,4,1,1,10,70011012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,0,13,18,13,9,70011012,researchName70011012,researchDesc70011011
70011012,장비 제작비용 감소 2,5,1,1,11,70011012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,0,14,19,14,10,70011012,researchName70011012,researchDesc70011011
70011021,장비 즉시 제작 비용 감소 1,1,1,1,3,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,5,10,10,5,1,70011021,researchName70011021,researchDesc70011021
70011021,장비 즉시 제작 비용 감소 1,2,1,1,4,70011021,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,6,11,11,6,2,70011021,researchName70011021,researchDesc70011021
70011021,장비 즉시 제작 비용 감소 1,3,1,1,5,70011021,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,7,12,12,7,3,70011021,researchName70011021,researchDesc70011021
70011021,장비 즉시 제작 비용 감소 1,4,1,1,6,70011021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,8,13,13,8,4,70011021,researchName70011021,researchDesc70011021
70011021,장비 즉시 제작 비용 감소 1,5,1,1,7,70011021,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,9,14,14,9,5,70011021,researchName70011021,researchDesc70011021
70011022,장비 즉시 제작 비용 감소 2,1,1,1,8,70011021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,10,15,15,10,6,70011022,researchName70011022,researchDesc70011021
70011022,장비 즉시 제작 비용 감소 2,2,1,1,9,70011022,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,11,16,16,11,7,70011022,researchName70011022,researchDesc70011021
70011022,장비 즉시 제작 비용 감소 2,3,1,1,10,70011022,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,12,17,17,12,8,70011022,researchName70011022,researchDesc70011021
70011022,장비 즉시 제작 비용 감소 2,4,1,1,11,70011022,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,13,18,18,13,9,70011022,researchName70011022,researchDesc70011021
70011022,장비 즉시 제작 비용 감소 2,5,1,1,12,70011022,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,14,19,19,14,10,70011022,researchName70011022,researchDesc70011021
70012001,연구 시간 감소 1,1,1,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,5,5,10,10,1,70012001,researchName70012001,researchDesc70012001
70012001,연구 시간 감소 1,2,1,1,2,70012001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,6,6,11,11,2,70012001,researchName70012001,researchDesc70012001
70012001,연구 시간 감소 1,3,1,1,3,70012001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,7,7,12,12,3,70012001,researchName70012001,researchDesc70012001
70012001,연구 시간 감소 1,4,1,1,4,70012001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,8,8,13,13,4,70012001,researchName70012001,researchDesc70012001
70012001,연구 시간 감소 1,5,1,1,5,70012001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,9,9,14,14,5,70012001,researchName70012001,researchDesc70012001
70012002,연구 시간 감소 2,1,1,1,6,70012001,3,70012011,3,0,0,60000002,60000003,60000004,60000005,60000006,15,10,10,15,15,6,70012002,researchName70012002,researchDesc70012001
70012002,연구 시간 감소 2,2,1,1,7,70012002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,16,11,11,16,16,7,70012002,researchName70012002,researchDesc70012001
70012002,연구 시간 감소 2,3,1,1,8,70012002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,17,12,12,17,17,8,70012002,researchName70012002,researchDesc70012001
70012002,연구 시간 감소 2,4,1,1,9,70012002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,18,13,13,18,18,9,70012002,researchName70012002,researchDesc70012001
70012002,연구 시간 감소 2,5,1,1,10,70012002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,19,14,14,19,19,10,70012002,researchName70012002,researchDesc70012001
70012011,연구 요구 자원 감소 1,1,1,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,5,10,5,10,1,70012011,researchName70012011,researchDesc70012011
70012011,연구 요구 자원 감소 1,2,1,1,2,70012011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,6,11,6,11,2,70012011,researchName70012011,researchDesc70012011
70012011,연구 요구 자원 감소 1,3,1,1,3,70012011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,7,12,7,12,3,70012011,researchName70012011,researchDesc70012011
70012011,연구 요구 자원 감소 1,4,1,1,4,70012011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,8,13,8,13,4,70012011,researchName70012011,researchDesc70012011
70012011,연구 요구 자원 감소 1,5,1,1,5,70012011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,9,14,9,14,5,70012011,researchName70012011,researchDesc70012011
70012012,연구 요구 자원 감소 2,1,1,1,6,70012001,3,70012011,3,0,0,60000002,60000003,60000004,60000005,60000006,15,10,15,10,15,6,70012012,researchName70012012,researchDesc70012011
70012012,연구 요구 자원 감소 2,2,1,1,7,70012012,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,16,11,16,11,16,7,70012012,researchName70012012,researchDesc70012011
70012012,연구 요구 자원 감소 2,3,1,1,8,70012012,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,17,12,17,12,17,8,70012012,researchName70012012,researchDesc70012011
70012012,연구 요구 자원 감소 2,4,1,1,9,70012012,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,18,13,18,13,18,9,70012012,researchName70012012,researchDesc70012011
70012012,연구 요구 자원 감소 2,5,1,1,10,70012012,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,19,14,19,14,19,10,70012012,researchName70012012,researchDesc70012011
70020001,원정채집선 채집량 증가 1,1,2,1,1,0,0,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,10,5,5,5,1,70020001,researchName70020001,researchDesc70020001
70020001,원정채집선 채집량 증가 1,2,2,1,2,70020001,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,11,6,6,6,2,70020001,researchName70020001,researchDesc70020001
70020001,원정채집선 채집량 증가 1,3,2,1,3,70020001,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,12,7,7,7,3,70020001,researchName70020001,researchDesc70020001
70020001,원정채집선 채집량 증가 1,4,2,1,4,70020001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,13,8,8,8,4,70020001,researchName70020001,researchDesc70020001
70020001,원정채집선 채집량 증가 1,5,2,1,5,70020001,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,14,9,9,9,5,70020001,researchName70020001,researchDesc70020001
70020002,원정채집선 채집량 증가 2,1,2,1,6,70020012,3,70020022,3,0,0,60000002,60000003,60000004,60000005,60000006,10,15,10,10,10,6,70020002,researchName70020002,researchDesc70020001
70020002,원정채집선 채집량 증가 2,2,2,1,7,70020002,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,11,16,11,11,11,7,70020002,researchName70020002,researchDesc70020001
70020002,원정채집선 채집량 증가 2,3,2,1,8,70020002,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,12,17,12,12,12,8,70020002,researchName70020002,researchDesc70020001
70020002,원정채집선 채집량 증가 2,4,2,1,9,70020002,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,13,18,13,13,13,9,70020002,researchName70020002,researchDesc70020001
70020002,원정채집선 채집량 증가 2,5,2,1,10,70020002,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,14,19,14,14,14,10,70020002,researchName70020002,researchDesc70020001
70020011,원정채집선 채집시간 감소 1,1,2,1,2,70020001,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,5,0,10,0,5,1,70020011,researchName70020011,researchDesc70020011
70020011,원정채집선 채집시간 감소 1,2,2,1,3,70020011,1,0,0,0,0,60000002,60000003,60000004,60000005,60000006,6,0,11,0,6,2,70020011,researchName70020011,researchDesc70020011
70020011,원정채집선 채집시간 감소 1,3,2,1,4,70020011,2,0,0,0,0,60000002,60000003,60000004,60000005,60000006,7,0,12,0,7,3,70020011,researchName70020011,researchDesc70020011
70020011,원정채집선 채집시간 감소 1,4,2,1,5,70020011,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,8,0,13,0,8,4,70020011,researchName70020011,researchDesc70020011
70020011,원정채집선 채집시간 감소 1,5,2,1,6,70020011,4,0,0,0,0,60000002,60000003,60000004,60000005,60000006,9,0,14,0,9,5,70020011,researchName70020011,researchDesc70020011
70020012,원정채집선 채집시간 감소 2,1,2,1,7,70020021,3,0,0,0,0,60000002,60000003,60000004,60000005,60000006,10,0,15,0,10,6,70020012,researchName70020012,researchDesc70020011
